DateTime,Open,High,Low,Close,Volume
20200710 11:00:00.000,1.12937,1.13004,1.12849,1.12860,7735139000
20200710 12:00:00.000,1.12864,1.12939,1.12735,1.12929,11570614000
20200710 13:00:00.000,1.12929,1.13145,1.12929,1.13072,18647642000
20200710 14:00:00.000,1.13072,1.13246,1.13012,1.13195,21041906000
20200710 15:00:00.000,1.13194,1.13199,1.13092,1.13167,12992975000
20200710 16:00:00.000,1.13168,1.13170,1.12968,1.12998,9836377000
20200710 17:00:00.000,1.12997,1.13058,1.12951,1.13054,6109139000
20200710 18:00:00.000,1.13053,1.13054,1.12979,1.12982,4124509000
20200710 19:00:00.000,1.12980,1.13029,1.12954,1.13004,5094788000
20200710 20:00:00.000,1.13003,1.13036,1.12948,1.12964,3379696000
20200712 21:00:00.000,1.13031,1.13069,1.13022,1.13039,249008000
20200712 22:00:00.000,1.13038,1.13159,1.13036,1.13157,6337346000
20200712 23:00:00.000,1.13157,1.13173,1.13083,1.13085,6181504000
20200713 00:00:00.000,1.13086,1.13146,1.13035,1.13142,7400313000
20200713 01:00:00.000,1.13142,1.13241,1.13141,1.13194,11908508000
20200713 02:00:00.000,1.13193,1.13264,1.13184,1.13243,6047000000
20200713 03:00:00.000,1.13244,1.13302,1.13236,1.13264,6712051000
20200713 04:00:00.000,1.13265,1.13275,1.13206,1.13222,3453562000
20200713 05:00:00.000,1.13223,1.13360,1.13212,1.13289,5221671000
20200713 06:00:00.000,1.13289,1.13344,1.13233,1.13307,11763252000
20200713 07:00:00.000,1.13306,1.13325,1.13137,1.13182,17066611000
20200713 08:00:00.000,1.13183,1.13188,1.13009,1.13085,13950474000
20200713 09:00:00.000,1.13087,1.13202,1.13040,1.13188,9810583000
20200713 10:00:00.000,1.13187,1.13349,1.13187,1.13294,10574618000
20200713 11:00:00.000,1.13293,1.13384,1.13260,1.13343,10619620000
20200713 12:00:00.000,1.13344,1.13383,1.13240,1.13256,11895614000
20200713 13:00:00.000,1.13256,1.13576,1.13251,1.13530,17346223000
20200713 14:00:00.000,1.13533,1.13699,1.13519,1.13674,15842194000
20200713 15:00:00.000,1.13674,1.13708,1.13555,1.13640,13638429000
20200713 16:00:00.000,1.13640,1.13747,1.13574,1.13674,9266409000
20200713 17:00:00.000,1.13674,1.13745,1.13651,1.13695,7270226000
20200713 18:00:00.000,1.13694,1.13701,1.13511,1.13525,12151108000
20200713 19:00:00.000,1.13525,1.13572,1.13427,1.13496,17100260000
20200713 20:00:00.000,1.13497,1.13498,1.13413,1.13424,5072709000
20200713 21:00:00.000,1.13415,1.13492,1.13408,1.13447,492941000
20200713 22:00:00.000,1.13446,1.13500,1.13431,1.13448,3872453000
20200713 23:00:00.000,1.13449,1.13504,1.13444,1.13448,4909074000
20200714 00:00:00.000,1.13448,1.13483,1.13398,1.13449,7645955000
20200714 01:00:00.000,1.13449,1.13485,1.13372,1.13432,10899698000
20200714 02:00:00.000,1.13432,1.13463,1.13353,1.13387,9579700000
20200714 03:00:00.000,1.13387,1.13424,1.13384,1.13421,6437000000
20200714 04:00:00.000,1.13421,1.13454,1.13403,1.13448,4006000000
20200714 05:00:00.000,1.13448,1.13466,1.13375,1.13380,5516167000
20200714 06:00:00.000,1.13381,1.13488,1.13369,1.13429,9811125000
20200714 07:00:00.000,1.13431,1.13443,1.13251,1.13312,19440460000
20200714 08:00:00.000,1.13310,1.13583,1.13304,1.13504,14909450000
20200714 09:00:00.000,1.13503,1.13657,1.13470,1.13603,16081364000
20200714 10:00:00.000,1.13603,1.13734,1.13519,1.13703,13723697000
20200714 11:00:00.000,1.13703,1.13812,1.13644,1.13775,12412849000
20200714 12:00:00.000,1.13776,1.13804,1.13630,1.13716,15356918000
20200714 13:00:00.000,1.13717,1.13936,1.13611,1.13897,33621237000
20200714 14:00:00.000,1.13896,1.14058,1.13850,1.13990,39051452000
20200714 15:00:00.000,1.13992,1.14066,1.13927,1.14054,22011945000
20200714 16:00:00.000,1.14053,1.14087,1.14008,1.14033,9926005000
20200714 17:00:00.000,1.14033,1.14051,1.13921,1.13970,8707407000
20200714 18:00:00.000,1.13970,1.14037,1.13931,1.13934,11514490000
20200714 19:00:00.000,1.13935,1.13946,1.13866,1.13887,8077806000
20200714 20:00:00.000,1.13886,1.14008,1.13885,1.13997,3126878000
20200714 21:00:00.000,1.14004,1.14027,1.13933,1.14019,1437593000
20200714 22:00:00.000,1.14019,1.14121,1.14007,1.14086,4246324000
20200714 23:00:00.000,1.14087,1.14109,1.14047,1.14097,2775141000
20200715 00:00:00.000,1.14099,1.14229,1.14090,1.14127,12388496000
20200715 01:00:00.000,1.14128,1.14210,1.14094,1.14119,11009250000
20200715 02:00:00.000,1.14118,1.14119,1.14000,1.14027,7311321000
20200715 03:00:00.000,1.14026,1.14046,1.13951,1.13977,6504948000
20200715 04:00:00.000,1.13975,1.14013,1.13941,1.13950,4705029000
20200715 05:00:00.000,1.13950,1.13998,1.13910,1.13994,5525596000
20200715 06:00:00.000,1.13993,1.14138,1.13954,1.14053,11433990000
20200715 07:00:00.000,1.14053,1.14374,1.13985,1.14325,17764272000
20200715 08:00:00.000,1.14327,1.14445,1.14304,1.14369,12567510000
20200715 09:00:00.000,1.14368,1.14373,1.14255,1.14268,13552729000
20200715 10:00:00.000,1.14267,1.14475,1.14262,1.14409,13831710000
20200715 11:00:00.000,1.14409,1.14461,1.14332,1.14379,13036195000
20200715 12:00:00.000,1.14382,1.14455,1.14347,1.14350,9154103000
20200715 13:00:00.000,1.14350,1.14520,1.14258,1.14274,20599393000
20200715 14:00:00.000,1.14275,1.14282,1.14101,1.14176,28814834000
20200715 15:00:00.000,1.14175,1.14241,1.14057,1.14057,18808857000
20200715 16:00:00.000,1.14056,1.14099,1.14013,1.14073,11440164000
20200715 17:00:00.000,1.14072,1.14101,1.14034,1.14058,8541998000
20200715 18:00:00.000,1.14057,1.14096,1.14035,1.14057,7526573000
20200715 19:00:00.000,1.14057,1.14116,1.14026,1.14091,6416972000
20200715 20:00:00.000,1.14093,1.14130,1.14078,1.14114,2194653000
20200715 21:00:00.000,1.14083,1.14124,1.14079,1.14124,566573000
20200715 22:00:00.000,1.14122,1.14144,1.14113,1.14116,2468450000
20200715 23:00:00.000,1.14117,1.14180,1.14117,1.14167,1892990000
20200716 00:00:00.000,1.14167,1.14184,1.14091,1.14145,7854282000
20200716 01:00:00.000,1.14144,1.14166,1.14091,1.14138,9309942000
20200716 02:00:00.000,1.14139,1.14164,1.13999,1.14030,8281448000
20200716 03:00:00.000,1.14028,1.14071,1.14017,1.14050,4736494000
20200716 04:00:00.000,1.14049,1.14071,1.14029,1.14059,3112700000
20200716 05:00:00.000,1.14059,1.14068,1.13972,1.14033,6431343000
20200716 06:00:00.000,1.14033,1.14069,1.13925,1.13975,9352347000
20200716 07:00:00.000,1.13977,1.14106,1.13964,1.14076,14400905000
20200716 08:00:00.000,1.14077,1.14153,1.13855,1.13929,15450370000
20200716 09:00:00.000,1.13929,1.13998,1.13808,1.13808,12459782000
20200716 10:00:00.000,1.13809,1.13950,1.13781,1.13948,12025180000
20200716 11:00:00.000,1.13948,1.14173,1.13940,1.14131,12738976000
20200716 12:00:00.000,1.14130,1.14246,1.14056,1.14109,22355972000
20200716 13:00:00.000,1.14109,1.14342,1.13994,1.14286,24182352000
20200716 14:00:00.000,1.14289,1.14417,1.14240,1.14324,20603277000
20200716 15:00:00.000,1.14324,1.14342,1.14213,1.14320,12556799000
20200716 16:00:00.000,1.14320,1.14357,1.14085,1.14091,9795536000
20200716 17:00:00.000,1.14091,1.14099,1.13772,1.13827,13329149000
20200716 18:00:00.000,1.13827,1.13837,1.13752,1.13789,11843312000
20200716 19:00:00.000,1.13789,1.13839,1.13703,1.13821,11092578000
20200716 20:00:00.000,1.13821,1.13849,1.13788,1.13820,3505174000
20200716 21:00:00.000,1.13835,1.13838,1.13785,1.13817,1121327000
20200716 22:00:00.000,1.13814,1.13848,1.13796,1.13847,3329162000
20200716 23:00:00.000,1.13846,1.13888,1.13835,1.13878,1573040000
20200717 00:00:00.000,1.13879,1.13930,1.13824,1.13847,8031300000
20200717 01:00:00.000,1.13847,1.13852,1.13774,1.13810,12263440000
20200717 02:00:00.000,1.13810,1.13866,1.13795,1.13851,7140329000
20200717 03:00:00.000,1.13851,1.13923,1.13836,1.13916,5590000000
20200717 04:00:00.000,1.13916,1.13934,1.13853,1.13870,3738070000
20200717 05:00:00.000,1.13872,1.13874,1.13780,1.13796,3736286000
20200717 06:00:00.000,1.13796,1.13855,1.13779,1.13821,10550975000
20200717 07:00:00.000,1.13822,1.13958,1.13797,1.13902,9406883000
20200717 08:00:00.000,1.13903,1.14175,1.13873,1.14165,10404600000
20200717 09:00:00.000,1.14164,1.14234,1.14114,1.14129,10197569000
20200717 10:00:00.000,1.14129,1.14286,1.14092,1.14284,10038426000
20200717 11:00:00.000,1.14285,1.14303,1.14205,1.14216,10446063000
20200717 12:00:00.000,1.14217,1.14300,1.14161,1.14188,8536236000
20200717 13:00:00.000,1.14189,1.14341,1.14160,1.14305,13626058000
20200717 14:00:00.000,1.14304,1.14399,1.14200,1.14217,14627127000
20200717 15:00:00.000,1.14216,1.14376,1.14206,1.14369,11353654000
20200717 16:00:00.000,1.14370,1.14424,1.14298,1.14352,7206516000
20200717 17:00:00.000,1.14353,1.14419,1.14351,1.14374,5495601000
20200717 18:00:00.000,1.14374,1.14435,1.14350,1.14369,4573365000
20200717 19:00:00.000,1.14369,1.14415,1.14338,1.14394,5773057000
20200717 20:00:00.000,1.14394,1.14397,1.14255,1.14257,2899936000
20200719 21:00:00.000,1.14082,1.14262,1.14082,1.14188,1431032000
20200719 22:00:00.000,1.14188,1.14428,1.14188,1.14353,9018394000
20200719 23:00:00.000,1.14355,1.14456,1.14352,1.14421,3118847000
20200720 00:00:00.000,1.14421,1.14421,1.14179,1.14222,9349052000
20200720 01:00:00.000,1.14220,1.14227,1.14125,1.14167,11464355000
20200720 02:00:00.000,1.14167,1.14226,1.14138,1.14177,7448372000
20200720 03:00:00.000,1.14176,1.14253,1.14144,1.14184,6206272000
20200720 04:00:00.000,1.14185,1.14422,1.14160,1.14422,9929698000
20200720 05:00:00.000,1.14421,1.14557,1.14355,1.14521,14308337000
20200720 06:00:00.000,1.14524,1.14667,1.14499,1.14579,15826484000
20200720 07:00:00.000,1.14580,1.14580,1.14407,1.14556,21341155000
20200720 08:00:00.000,1.14557,1.14676,1.14430,1.14575,16379904000
20200720 09:00:00.000,1.14575,1.14602,1.14508,1.14552,12484908000
20200720 10:00:00.000,1.14553,1.14611,1.14470,1.14523,10262844000
20200720 11:00:00.000,1.14524,1.14641,1.14449,1.14461,14808768000
20200720 12:00:00.000,1.14460,1.14501,1.14156,1.14183,18499651000
20200720 13:00:00.000,1.14183,1.14291,1.14024,1.14187,25051412000
20200720 14:00:00.000,1.14187,1.14441,1.14112,1.14394,17623521000
20200720 15:00:00.000,1.14394,1.14484,1.14361,1.14431,11749834000
20200720 16:00:00.000,1.14431,1.14451,1.14331,1.14384,7509134000
20200720 17:00:00.000,1.14385,1.14448,1.14333,1.14357,6970836000
20200720 18:00:00.000,1.14362,1.14432,1.14343,1.14406,4806580000
20200720 19:00:00.000,1.14407,1.14482,1.14393,1.14479,4214294000
20200720 20:00:00.000,1.14479,1.14487,1.14426,1.14470,2127473000
20200720 21:00:00.000,1.14410,1.14456,1.14406,1.14432,171136000
20200720 22:00:00.000,1.14432,1.14472,1.14429,1.14461,1193661000
20200720 23:00:00.000,1.14462,1.14585,1.14461,1.14557,2099500000
20200721 00:00:00.000,1.14558,1.14639,1.14540,1.14554,6989715000
20200721 01:00:00.000,1.14555,1.14621,1.14554,1.14591,6938200000
20200721 02:00:00.000,1.14592,1.14625,1.14573,1.14598,3252714000
20200721 03:00:00.000,1.14599,1.14696,1.14402,1.14455,14387922000
20200721 04:00:00.000,1.14454,1.14466,1.14229,1.14305,11892011000
20200721 05:00:00.000,1.14305,1.14436,1.14278,1.14435,8014814000
20200721 06:00:00.000,1.14434,1.14503,1.14366,1.14457,13010786000
20200721 07:00:00.000,1.14457,1.14667,1.14316,1.14425,26082313000
20200721 08:00:00.000,1.14427,1.14496,1.14289,1.14431,15425744000
20200721 09:00:00.000,1.14430,1.14471,1.14298,1.14434,11434666000
20200721 10:00:00.000,1.14434,1.14601,1.14363,1.14381,10576871000
20200721 11:00:00.000,1.14381,1.14446,1.14313,1.14373,12124699000
20200721 12:00:00.000,1.14374,1.14521,1.14362,1.14388,13097265000
20200721 13:00:00.000,1.14388,1.14612,1.14250,1.14591,18137286000
20200721 14:00:00.000,1.14590,1.14888,1.14510,1.14872,22452167000
20200721 15:00:00.000,1.14874,1.14950,1.14824,1.14933,11652204000
20200721 16:00:00.000,1.14934,1.15173,1.14913,1.15159,15464382000
20200721 17:00:00.000,1.15161,1.15393,1.15124,1.15335,9193419000
20200721 18:00:00.000,1.15337,1.15396,1.15268,1.15307,7648315000
20200721 19:00:00.000,1.15308,1.15344,1.15193,1.15252,10163404000
20200721 20:00:00.000,1.15253,1.15290,1.15203,1.15285,2920774000
20200721 21:00:00.000,1.15271,1.15324,1.15180,1.15317,2117695000
20200721 22:00:00.000,1.15313,1.15340,1.15303,1.15321,2450435000
20200721 23:00:00.000,1.15324,1.15422,1.15295,1.15349,3885344000
20200722 00:00:00.000,1.15349,1.15387,1.15295,1.15311,7317844000
20200722 01:00:00.000,1.15310,1.15415,1.15292,1.15396,12455258000
20200722 02:00:00.000,1.15394,1.15457,1.15341,1.15453,6730988000
20200722 03:00:00.000,1.15452,1.15470,1.15394,1.15403,5369559000
20200722 04:00:00.000,1.15403,1.15414,1.15358,1.15388,5032600000
20200722 05:00:00.000,1.15389,1.15433,1.15348,1.15394,7898515000
20200722 06:00:00.000,1.15394,1.15424,1.15191,1.15314,15986030000
20200722 07:00:00.000,1.15313,1.15454,1.15074,1.15184,30909673000
20200722 08:00:00.000,1.15184,1.15317,1.15068,1.15221,21459636000
20200722 09:00:00.000,1.15222,1.15467,1.15165,1.15445,15163186000
20200722 10:00:00.000,1.15446,1.15836,1.15416,1.15684,18709864000
20200722 11:00:00.000,1.15684,1.15807,1.15561,1.15782,17977986000
20200722 12:00:00.000,1.15781,1.15999,1.15710,1.15956,21910448000
20200722 13:00:00.000,1.15956,1.16012,1.15777,1.15903,23016737000
20200722 14:00:00.000,1.15904,1.15948,1.15708,1.15933,27348324000
20200722 15:00:00.000,1.15933,1.15939,1.15781,1.15867,19916976000
20200722 16:00:00.000,1.15868,1.15898,1.15736,1.15773,13467301000
20200722 17:00:00.000,1.15774,1.15821,1.15646,1.15686,10796075000
20200722 18:00:00.000,1.15685,1.15727,1.15627,1.15692,6895387000
20200722 19:00:00.000,1.15691,1.15791,1.15663,1.15784,8051678000
20200722 20:00:00.000,1.15784,1.15785,1.15673,1.15697,4022371000
20200722 21:00:00.000,1.15671,1.15748,1.15667,1.15702,1509125000
20200722 22:00:00.000,1.15725,1.15755,1.15690,1.15695,2649047000
20200722 23:00:00.000,1.15695,1.15722,1.15642,1.15646,3355200000
20200723 00:00:00.000,1.15647,1.15752,1.15642,1.15675,6693611000
20200723 01:00:00.000,1.15675,1.15763,1.15642,1.15741,11760408000
20200723 02:00:00.000,1.15741,1.15748,1.15655,1.15674,6974839000
20200723 03:00:00.000,1.15674,1.15776,1.15672,1.15769,4291660000
20200723 04:00:00.000,1.15770,1.15838,1.15753,1.15802,5866765000
20200723 05:00:00.000,1.15801,1.15871,1.15772,1.15841,6051016000
20200723 06:00:00.000,1.15841,1.15936,1.15840,1.15912,12550561000
20200723 07:00:00.000,1.15911,1.15982,1.15705,1.15859,18223057000
20200723 08:00:00.000,1.15859,1.15917,1.15787,1.15882,11948791000
20200723 09:00:00.000,1.15883,1.15939,1.15849,1.15917,9273829000
20200723 10:00:00.000,1.15917,1.15943,1.15819,1.15870,10035616000
20200723 11:00:00.000,1.15869,1.15901,1.15688,1.15721,15372138000
20200723 12:00:00.000,1.15720,1.15748,1.15417,1.15421,16963360000
20200723 13:00:00.000,1.15423,1.15866,1.15402,1.15858,16278282000
20200723 14:00:00.000,1.15855,1.16092,1.15753,1.15951,21520860000
20200723 15:00:00.000,1.15950,1.16266,1.15810,1.16217,24513066000
20200723 16:00:00.000,1.16218,1.16239,1.16109,1.16202,14895436000
20200723 17:00:00.000,1.16201,1.16243,1.16028,1.16080,13748662000
20200723 18:00:00.000,1.16079,1.16106,1.15979,1.16085,22344422000
20200723 19:00:00.000,1.16085,1.16096,1.15886,1.15925,17683792000
20200723 20:00:00.000,1.15926,1.15980,1.15900,1.15972,4291875000
20200723 21:00:00.000,1.15947,1.15971,1.15898,1.15942,648190000
20200723 22:00:00.000,1.15943,1.16025,1.15935,1.16025,4509720000
20200723 23:00:00.000,1.16024,1.16025,1.15948,1.15950,3040009000
20200724 00:00:00.000,1.15953,1.16162,1.15921,1.16139,9001556000
20200724 01:00:00.000,1.16139,1.16208,1.16080,1.16135,8341175000
20200724 02:00:00.000,1.16136,1.16155,1.16097,1.16147,5707488000
20200724 03:00:00.000,1.16148,1.16182,1.16044,1.16130,7753887000
20200724 04:00:00.000,1.16131,1.16142,1.15948,1.15979,6971118000
20200724 05:00:00.000,1.15979,1.16027,1.15901,1.16026,8500457000
20200724 06:00:00.000,1.16026,1.16169,1.16017,1.16143,13876285000
20200724 07:00:00.000,1.16142,1.16212,1.15936,1.16098,26798524000
20200724 08:00:00.000,1.16096,1.16157,1.15925,1.16002,22004041000
20200724 09:00:00.000,1.16003,1.16120,1.15910,1.15973,13969760000
20200724 10:00:00.000,1.15973,1.16040,1.15811,1.15836,15524374000
20200724 11:00:00.000,1.15835,1.16016,1.15827,1.16011,13906400000
20200724 12:00:00.000,1.16010,1.16175,1.16009,1.16147,15138177000
20200724 13:00:00.000,1.16146,1.16217,1.15979,1.16117,28503514000
20200724 14:00:00.000,1.16118,1.16385,1.16099,1.16250,25438165000
20200724 15:00:00.000,1.16251,1.16376,1.16213,1.16341,16670725000
20200724 16:00:00.000,1.16340,1.16377,1.16286,1.16348,10292604000
20200724 17:00:00.000,1.16348,1.16443,1.16342,1.16404,7157842000
20200724 18:00:00.000,1.16404,1.16475,1.16361,1.16361,7969444000
20200724 19:00:00.000,1.16361,1.16422,1.16341,1.16410,5868147000
20200724 20:00:00.000,1.16410,1.16580,1.16406,1.16547,5985877000
20200726 21:00:00.000,1.16426,1.16456,1.16409,1.16432,895158000
20200726 22:00:00.000,1.16432,1.16546,1.16429,1.16527,8608609000
20200726 23:00:00.000,1.16528,1.16554,1.16420,1.16495,8701965000
20200727 00:00:00.000,1.16495,1.16983,1.16493,1.16885,18231194000
20200727 01:00:00.000,1.16885,1.16983,1.16852,1.16922,16917077000
20200727 02:00:00.000,1.16922,1.17157,1.16895,1.17100,12589732000
20200727 03:00:00.000,1.17100,1.17249,1.17072,1.17104,17990257000
20200727 04:00:00.000,1.17103,1.17118,1.17000,1.17050,7729301000
20200727 05:00:00.000,1.17050,1.17050,1.16950,1.17012,6864983000
20200727 06:00:00.000,1.17013,1.17167,1.17008,1.17088,12254688000
20200727 07:00:00.000,1.17089,1.17135,1.16895,1.16961,22555081000
20200727 08:00:00.000,1.16961,1.17117,1.16935,1.16952,17115860000
20200727 09:00:00.000,1.16953,1.17073,1.16820,1.17062,17849713000
20200727 10:00:00.000,1.17063,1.17330,1.17049,1.17262,13674537000
20200727 11:00:00.000,1.17261,1.17450,1.17175,1.17442,16685043000
20200727 12:00:00.000,1.17442,1.17643,1.17356,1.17393,21137155000
20200727 13:00:00.000,1.17393,1.17598,1.17279,1.17592,20802041000
20200727 14:00:00.000,1.17592,1.17780,1.17469,1.17770,19649838000
20200727 15:00:00.000,1.17770,1.17811,1.17494,1.17499,13646408000
20200727 16:00:00.000,1.17500,1.17578,1.17432,1.17449,12255852000
20200727 17:00:00.000,1.17449,1.17563,1.17449,1.17555,7335467000
20200727 18:00:00.000,1.17555,1.17645,1.17502,1.17502,7585291000
20200727 19:00:00.000,1.17503,1.17517,1.17422,1.17456,7067702000
20200727 20:00:00.000,1.17456,1.17518,1.17441,1.17508,2877017000
20200727 21:00:00.000,1.17480,1.17534,1.17459,1.17490,345192000
20200727 22:00:00.000,1.17490,1.17641,1.17490,1.17633,4407564000
20200727 23:00:00.000,1.17633,1.17689,1.17514,1.17683,7911196000
20200728 00:00:00.000,1.17682,1.17729,1.17600,1.17661,12565005000
20200728 01:00:00.000,1.17660,1.17735,1.17554,1.17582,13431065000
20200728 02:00:00.000,1.17583,1.17630,1.17433,1.17446,9619265000
20200728 03:00:00.000,1.17447,1.17470,1.17142,1.17242,17310784000
20200728 04:00:00.000,1.17243,1.17351,1.17181,1.17310,10180853000
20200728 05:00:00.000,1.17310,1.17355,1.17207,1.17350,8481314000
20200728 06:00:00.000,1.17351,1.17403,1.17242,1.17270,12397779000
20200728 07:00:00.000,1.17270,1.17356,1.17056,1.17108,17047235000
20200728 08:00:00.000,1.17109,1.17218,1.16984,1.17209,16831729000
20200728 09:00:00.000,1.17210,1.17364,1.17108,1.17284,12059802000
20200728 10:00:00.000,1.17285,1.17401,1.17254,1.17377,10255343000
20200728 11:00:00.000,1.17378,1.17432,1.17001,1.17046,18550441000
20200728 12:00:00.000,1.17046,1.17359,1.17042,1.17329,14790702000
20200728 13:00:00.000,1.17328,1.17424,1.17215,1.17319,28329590000
20200728 14:00:00.000,1.17318,1.17395,1.17080,1.17288,29585041000
20200728 15:00:00.000,1.17289,1.17322,1.17123,1.17316,17358972000
20200728 16:00:00.000,1.17317,1.17371,1.17280,1.17346,9480995000
20200728 17:00:00.000,1.17347,1.17370,1.17276,1.17306,6108420000
20200728 18:00:00.000,1.17308,1.17320,1.17189,1.17237,8053074000
20200728 19:00:00.000,1.17238,1.17242,1.17121,1.17141,8251980000
20200728 20:00:00.000,1.17141,1.17202,1.17132,1.17165,3251004000
20200728 21:00:00.000,1.17130,1.17206,1.17127,1.17202,727000000
20200728 22:00:00.000,1.17202,1.17234,1.17179,1.17199,3170680000
20200728 23:00:00.000,1.17200,1.17217,1.17177,1.17185,3252500000
20200729 00:00:00.000,1.17185,1.17253,1.17139,1.17214,8737114000
20200729 01:00:00.000,1.17213,1.17241,1.17149,1.17238,7776783000
20200729 02:00:00.000,1.17239,1.17311,1.17200,1.17282,6413618000
20200729 03:00:00.000,1.17283,1.17320,1.17247,1.17285,6102698000
20200729 04:00:00.000,1.17286,1.17339,1.17247,1.17294,6933523000
20200729 05:00:00.000,1.17294,1.17346,1.17244,1.17342,5482007000
20200729 06:00:00.000,1.17342,1.17505,1.17319,1.17473,13255957000
20200729 07:00:00.000,1.17473,1.17698,1.17432,1.17593,19745586000
20200729 08:00:00.000,1.17593,1.17631,1.17470,1.17507,12235310000
20200729 09:00:00.000,1.17507,1.17542,1.17416,1.17472,12579068000
20200729 10:00:00.000,1.17471,1.17544,1.17423,1.17461,11771944000
20200729 11:00:00.000,1.17460,1.17466,1.17202,1.17223,16136838000
20200729 12:00:00.000,1.17222,1.17453,1.17185,1.17434,15354689000
20200729 13:00:00.000,1.17435,1.17640,1.17419,1.17549,17793907000
20200729 14:00:00.000,1.17548,1.17782,1.17512,1.17746,19004961000
20200729 15:00:00.000,1.17747,1.17769,1.17639,1.17692,14549159000
20200729 16:00:00.000,1.17694,1.17772,1.17664,1.17735,14123039000
20200729 17:00:00.000,1.17734,1.17906,1.17700,1.17869,14031429000
20200729 18:00:00.000,1.17868,1.18062,1.17580,1.17664,38131022000
20200729 19:00:00.000,1.17665,1.17934,1.17538,1.17768,32001055000
20200729 20:00:00.000,1.17768,1.17973,1.17764,1.17895,5646624000
20200729 21:00:00.000,1.17849,1.17925,1.17828,1.17917,1522074000
20200729 22:00:00.000,1.17913,1.17932,1.17892,1.17898,2310721000
20200729 23:00:00.000,1.17898,1.17898,1.17806,1.17807,6688831000
20200730 00:00:00.000,1.17806,1.17845,1.17724,1.17796,13350572000
20200730 01:00:00.000,1.17799,1.17840,1.17685,1.17702,15674121000
20200730 02:00:00.000,1.17701,1.17775,1.17657,1.17770,10266551000
20200730 03:00:00.000,1.17771,1.17850,1.17741,1.17762,9647727000
20200730 04:00:00.000,1.17761,1.17768,1.17664,1.17684,7957722000
20200730 05:00:00.000,1.17683,1.17693,1.17587,1.17595,11303049000
20200730 06:00:00.000,1.17596,1.17631,1.17494,1.17565,16457458000
20200730 07:00:00.000,1.17564,1.17647,1.17458,1.17577,26554351000
20200730 08:00:00.000,1.17577,1.17640,1.17402,1.17419,28078578000
20200730 09:00:00.000,1.17418,1.17615,1.17308,1.17572,26194383000
20200730 10:00:00.000,1.17571,1.17586,1.17422,1.17469,17284014000
20200730 11:00:00.000,1.17468,1.17600,1.17443,1.17488,14360531000
20200730 12:00:00.000,1.17488,1.17790,1.17423,1.17770,22401300000
20200730 13:00:00.000,1.17771,1.18097,1.17737,1.17879,35633674000
20200730 14:00:00.000,1.17879,1.17973,1.17740,1.17951,36795203000
20200730 15:00:00.000,1.17952,1.17958,1.17749,1.17902,20618868000
20200730 16:00:00.000,1.17902,1.18064,1.17901,1.18035,16959980000
20200730 17:00:00.000,1.18034,1.18341,1.18020,1.18281,16124655000
20200730 18:00:00.000,1.18281,1.18387,1.18247,1.18384,13314240000
20200730 19:00:00.000,1.18386,1.18447,1.18370,1.18447,13292342000
20200730 20:00:00.000,1.18447,1.18481,1.18430,1.18466,6088965000
20200730 21:00:00.000,1.18459,1.18470,1.18361,1.18411,1676732000
20200730 22:00:00.000,1.18409,1.18485,1.18401,1.18479,5014830000
20200730 23:00:00.000,1.18480,1.18763,1.18430,1.18720,14002836000
20200731 00:00:00.000,1.18720,1.18885,1.18620,1.18661,25505561000
20200731 01:00:00.000,1.18662,1.18844,1.18618,1.18831,16641171000
20200731 02:00:00.000,1.18830,1.19048,1.18821,1.18904,22054271000
20200731 03:00:00.000,1.18904,1.18932,1.18827,1.18918,13525523000
20200731 04:00:00.000,1.18918,1.18977,1.18850,1.18975,11641556000
20200731 05:00:00.000,1.18975,1.18977,1.18859,1.18880,13589461000
20200731 06:00:00.000,1.18880,1.19087,1.18768,1.19014,25168122000
20200731 07:00:00.000,1.19013,1.19035,1.18740,1.18755,30041127000
20200731 08:00:00.000,1.18755,1.18859,1.18522,1.18578,22523569000
20200731 09:00:00.000,1.18578,1.18582,1.18383,1.18571,24293554000
20200731 10:00:00.000,1.18571,1.18623,1.18462,1.18497,14074555000
20200731 11:00:00.000,1.18499,1.18502,1.18274,1.18397,18778627000
20200731 12:00:00.000,1.18398,1.18524,1.18367,1.18438,16939788000
20200731 13:00:00.000,1.18437,1.18457,1.18018,1.18243,33623759000
20200731 14:00:00.000,1.18243,1.18511,1.18200,1.18310,32095335000
20200731 15:00:00.000,1.18307,1.18398,1.18119,1.18218,30699567000
20200731 16:00:00.000,1.18218,1.18218,1.17616,1.17912,27239153000
20200731 17:00:00.000,1.17912,1.18053,1.17854,1.17896,17105502000
20200731 18:00:00.000,1.17897,1.17947,1.17782,1.17886,11925209000
20200731 19:00:00.000,1.17886,1.17926,1.17745,1.17788,14009910000
20200731 20:00:00.000,1.17788,1.17835,1.17694,1.17715,6403445000
20200802 21:00:00.000,1.17733,1.17784,1.17725,1.17758,166502000
20200802 22:00:00.000,1.17758,1.17966,1.17727,1.17946,3800528000
20200802 23:00:00.000,1.17948,1.17971,1.17772,1.17811,6158269000
20200803 00:00:00.000,1.17811,1.17888,1.17404,1.17533,20627203000
20200803 01:00:00.000,1.17534,1.17723,1.17448,1.17712,22958817000
20200803 02:00:00.000,1.17711,1.17731,1.17626,1.17678,11735394000
20200803 03:00:00.000,1.17678,1.17756,1.17660,1.17729,12362801000
20200803 04:00:00.000,1.17729,1.17822,1.17712,1.17757,9616370000
