DateTime,Open,High,Low,Close,Volume
20180808 15:00:00.000,1.16005,1.16089,1.15975,1.15979,2433047000
20180808 16:00:00.000,1.15978,1.15999,1.15906,1.15948,1536870000
20180808 17:00:00.000,1.15947,1.16132,1.15943,1.16104,1499131000
20180808 18:00:00.000,1.16103,1.16197,1.16092,1.16189,1640019000
20180808 19:00:00.000,1.16190,1.16193,1.16118,1.16123,1091895000
20180808 20:00:00.000,1.16123,1.16147,1.16053,1.16053,490695000
20180808 21:00:00.000,1.16110,1.16141,1.16103,1.16141,430079000
20180808 22:00:00.000,1.16142,1.16148,1.16108,1.16119,358855000
20180808 23:00:00.000,1.16119,1.16123,1.16091,1.16093,418312000
20180809 00:00:00.000,1.16093,1.16123,1.16058,1.16074,901020000
20180809 01:00:00.000,1.16075,1.16102,1.16010,1.16067,1129417000
20180809 02:00:00.000,1.16067,1.16187,1.16067,1.16149,1298236000
20180809 03:00:00.000,1.16154,1.16193,1.16144,1.16154,728652000
20180809 04:00:00.000,1.16155,1.16161,1.16054,1.16061,703882000
20180809 05:00:00.000,1.16062,1.16116,1.16015,1.16116,1122182000
20180809 06:00:00.000,1.16112,1.16154,1.15985,1.16026,2494015000
20180809 07:00:00.000,1.16027,1.16046,1.15761,1.15838,3350099000
20180809 08:00:00.000,1.15837,1.15929,1.15820,1.15929,2776292000
20180809 09:00:00.000,1.15928,1.15989,1.15867,1.15944,2459858000
20180809 10:00:00.000,1.15944,1.16073,1.15921,1.15936,2215604000
20180809 11:00:00.000,1.15934,1.15950,1.15879,1.15893,1611769000
20180809 12:00:00.000,1.15895,1.15999,1.15876,1.15991,2084273000
20180809 13:00:00.000,1.15991,1.15992,1.15849,1.15915,2654051000
20180809 14:00:00.000,1.15920,1.15957,1.15666,1.15729,2970451000
20180809 15:00:00.000,1.15734,1.15750,1.15612,1.15652,2930596000
20180809 16:00:00.000,1.15654,1.15676,1.15560,1.15572,2494137000
20180809 17:00:00.000,1.15577,1.15593,1.15490,1.15576,1807368000
20180809 18:00:00.000,1.15577,1.15577,1.15420,1.15424,1477583000
20180809 19:00:00.000,1.15421,1.15437,1.15259,1.15292,1887285000
20180809 20:00:00.000,1.15291,1.15334,1.15260,1.15265,777134000
20180809 21:00:00.000,1.15288,1.15297,1.15259,1.15277,500239000
20180809 22:00:00.000,1.15277,1.15297,1.15200,1.15205,668552000
20180809 23:00:00.000,1.15205,1.15247,1.15164,1.15239,698353000
20180810 00:00:00.000,1.15240,1.15348,1.15206,1.15343,1345415000
20180810 01:00:00.000,1.15342,1.15344,1.15281,1.15314,1363805000
20180810 02:00:00.000,1.15317,1.15352,1.15293,1.15317,783302000
20180810 03:00:00.000,1.15316,1.15364,1.15282,1.15325,742959000
20180810 04:00:00.000,1.15324,1.15329,1.15158,1.15167,1340569000
20180810 05:00:00.000,1.15163,1.15213,1.14378,1.14632,3558721000
20180810 06:00:00.000,1.14631,1.14748,1.14320,1.14681,5069597000
20180810 07:00:00.000,1.14684,1.14716,1.14493,1.14654,4427682000
20180810 08:00:00.000,1.14656,1.14685,1.14430,1.14568,3468093000
20180810 09:00:00.000,1.14569,1.14739,1.14522,1.14605,3171437000
20180810 10:00:00.000,1.14605,1.14822,1.14566,1.14629,3071086000
20180810 11:00:00.000,1.14630,1.14724,1.14531,1.14656,2730022000
20180810 12:00:00.000,1.14636,1.14641,1.14392,1.14436,4532239000
20180810 13:00:00.000,1.14439,1.14489,1.14153,1.14239,4859739000
20180810 14:00:00.000,1.14240,1.14469,1.14228,1.14339,4623414000
20180810 15:00:00.000,1.14338,1.14355,1.13950,1.13976,3887301000
20180810 16:00:00.000,1.13974,1.14144,1.13938,1.14021,3027472000
20180810 17:00:00.000,1.14020,1.14022,1.13881,1.13941,2519706000
20180810 18:00:00.000,1.13940,1.14043,1.13898,1.13994,2140438000
20180810 19:00:00.000,1.13992,1.14273,1.13967,1.14016,2701092000
20180810 20:00:00.000,1.14019,1.14178,1.14015,1.14079,902582000
20180812 21:00:00.000,1.13766,1.13862,1.13723,1.13858,399433000
20180812 22:00:00.000,1.13851,1.13997,1.13818,1.13980,914090000
20180812 23:00:00.000,1.13979,1.14115,1.13903,1.13949,985750000
20180813 00:00:00.000,1.13947,1.13994,1.13780,1.13781,1670173000
20180813 01:00:00.000,1.13787,1.13845,1.13679,1.13778,2864711000
20180813 02:00:00.000,1.13775,1.13842,1.13694,1.13774,1808700000
20180813 03:00:00.000,1.13779,1.13877,1.13772,1.13824,1432129000
20180813 04:00:00.000,1.13827,1.13840,1.13650,1.13666,1484390000
20180813 05:00:00.000,1.13672,1.13964,1.13672,1.13869,2996871000
20180813 06:00:00.000,1.13864,1.14066,1.13813,1.13914,3742805000
20180813 07:00:00.000,1.13916,1.13984,1.13677,1.13744,4187371000
20180813 08:00:00.000,1.13744,1.13886,1.13656,1.13830,3559878000
20180813 09:00:00.000,1.13829,1.13907,1.13739,1.13829,2607389000
20180813 10:00:00.000,1.13830,1.13918,1.13769,1.13787,2209086000
20180813 11:00:00.000,1.13787,1.14130,1.13718,1.14003,3139561000
20180813 12:00:00.000,1.14038,1.14244,1.13890,1.14167,4393775000
20180813 13:00:00.000,1.14166,1.14327,1.14139,1.14279,3770003000
20180813 14:00:00.000,1.14280,1.14326,1.14130,1.14183,3494608000
20180813 15:00:00.000,1.14182,1.14184,1.13953,1.13965,3055177000
20180813 16:00:00.000,1.13966,1.13966,1.13867,1.13936,2565849000
20180813 17:00:00.000,1.13937,1.14024,1.13855,1.13967,2240560000
20180813 18:00:00.000,1.13968,1.14007,1.13933,1.13936,1554495000
20180813 19:00:00.000,1.13937,1.13974,1.13862,1.13973,1481783000
20180813 20:00:00.000,1.13972,1.14102,1.13959,1.14084,942493000
20180813 21:00:00.000,1.14085,1.14110,1.13987,1.14052,397949000
20180813 22:00:00.000,1.14051,1.14064,1.14036,1.14051,413624000
20180813 23:00:00.000,1.14049,1.14064,1.13989,1.14004,521577000
20180814 00:00:00.000,1.14003,1.14055,1.13949,1.14031,1387180000
20180814 01:00:00.000,1.14031,1.14107,1.14013,1.14076,1501496000
20180814 02:00:00.000,1.14075,1.14143,1.14038,1.14131,1320582000
20180814 03:00:00.000,1.14129,1.14172,1.14031,1.14066,1226598000
20180814 04:00:00.000,1.14067,1.14128,1.14006,1.14016,891464000
20180814 05:00:00.000,1.14018,1.14129,1.13957,1.14079,1884208000
20180814 06:00:00.000,1.14078,1.14288,1.14029,1.14250,3910780000
20180814 07:00:00.000,1.14249,1.14277,1.14108,1.14227,3750519000
20180814 08:00:00.000,1.14224,1.14293,1.13838,1.13852,3984457000
20180814 09:00:00.000,1.13852,1.14091,1.13797,1.14049,3339585000
20180814 10:00:00.000,1.14051,1.14181,1.14019,1.14061,2638705000
20180814 11:00:00.000,1.14060,1.14079,1.13953,1.14066,2124107000
20180814 12:00:00.000,1.14065,1.14070,1.13868,1.13902,2507468000
20180814 13:00:00.000,1.13899,1.13955,1.13813,1.13822,3065119000
20180814 14:00:00.000,1.13824,1.13878,1.13708,1.13722,3419921000
20180814 15:00:00.000,1.13722,1.13744,1.13441,1.13507,3653532000
20180814 16:00:00.000,1.13507,1.13524,1.13378,1.13416,2868177000
20180814 17:00:00.000,1.13418,1.13484,1.13309,1.13457,2703440000
20180814 18:00:00.000,1.13454,1.13465,1.13296,1.13387,2285292000
20180814 19:00:00.000,1.13386,1.13465,1.13380,1.13452,1265315000
20180814 20:00:00.000,1.13454,1.13466,1.13413,1.13435,986338000
20180814 21:00:00.000,1.13432,1.13458,1.13422,1.13454,777558000
20180814 22:00:00.000,1.13453,1.13501,1.13442,1.13496,518000000
20180814 23:00:00.000,1.13496,1.13496,1.13451,1.13466,452855000
20180815 00:00:00.000,1.13464,1.13471,1.13362,1.13372,1142685000
20180815 01:00:00.000,1.13373,1.13462,1.13351,1.13441,1302214000
20180815 02:00:00.000,1.13441,1.13441,1.13256,1.13265,1302829000
20180815 03:00:00.000,1.13264,1.13287,1.13196,1.13227,1416432000
20180815 04:00:00.000,1.13225,1.13278,1.13205,1.13257,1046223000
20180815 05:00:00.000,1.13258,1.13324,1.13170,1.13284,1435368000
20180815 06:00:00.000,1.13285,1.13461,1.13230,1.13395,2625835000
20180815 07:00:00.000,1.13397,1.13440,1.13317,1.13322,3277514000
20180815 08:00:00.000,1.13324,1.13378,1.13161,1.13253,3030726000
20180815 09:00:00.000,1.13252,1.13323,1.13198,1.13244,2190406000
20180815 10:00:00.000,1.13240,1.13297,1.13103,1.13186,2885542000
20180815 11:00:00.000,1.13186,1.13209,1.13090,1.13202,2612681000
20180815 12:00:00.000,1.13203,1.13299,1.13150,1.13157,2846932000
20180815 13:00:00.000,1.13157,1.13179,1.13010,1.13024,3609321000
20180815 14:00:00.000,1.13025,1.13259,1.13020,1.13116,4281473000
20180815 15:00:00.000,1.13117,1.13424,1.13115,1.13310,4486164000
20180815 16:00:00.000,1.13311,1.13496,1.13296,1.13434,2930795000
20180815 17:00:00.000,1.13436,1.13548,1.13360,1.13366,2231032000
20180815 18:00:00.000,1.13365,1.13477,1.13349,1.13461,1326809000
20180815 19:00:00.000,1.13464,1.13533,1.13435,1.13445,2180749000
20180815 20:00:00.000,1.13445,1.13527,1.13441,1.13448,1025939000
20180815 21:00:00.000,1.13456,1.13529,1.13449,1.13459,683170000
20180815 22:00:00.000,1.13455,1.13473,1.13442,1.13456,337287000
20180815 23:00:00.000,1.13456,1.13466,1.13391,1.13415,414929000
20180816 00:00:00.000,1.13417,1.13465,1.13358,1.13441,1513866000
20180816 01:00:00.000,1.13441,1.13773,1.13427,1.13692,2889296000
20180816 02:00:00.000,1.13691,1.13828,1.13673,1.13751,2712522000
20180816 03:00:00.000,1.13752,1.13907,1.13676,1.13871,1785356000
20180816 04:00:00.000,1.13869,1.13890,1.13775,1.13829,1821129000
20180816 05:00:00.000,1.13829,1.13978,1.13809,1.13913,2703204000
20180816 06:00:00.000,1.13910,1.13949,1.13739,1.13750,3808573000
20180816 07:00:00.000,1.13753,1.13789,1.13571,1.13677,3652062000
20180816 08:00:00.000,1.13675,1.13894,1.13658,1.13824,3165402000
20180816 09:00:00.000,1.13821,1.13825,1.13650,1.13712,2514383000
20180816 10:00:00.000,1.13711,1.13752,1.13628,1.13637,1986106000
20180816 11:00:00.000,1.13637,1.13789,1.13602,1.13682,2454557000
20180816 12:00:00.000,1.13679,1.13907,1.13628,1.13651,3195090000
20180816 13:00:00.000,1.13652,1.14089,1.13646,1.14006,3945988000
20180816 14:00:00.000,1.14007,1.14067,1.13859,1.13913,3651704000
20180816 15:00:00.000,1.13912,1.13997,1.13821,1.13868,2730158000
20180816 16:00:00.000,1.13868,1.13876,1.13562,1.13643,3085804000
20180816 17:00:00.000,1.13639,1.13686,1.13476,1.13557,2129297000
20180816 18:00:00.000,1.13559,1.13686,1.13521,1.13657,1650770000
20180816 19:00:00.000,1.13649,1.13733,1.13641,1.13726,1609062000
20180816 20:00:00.000,1.13729,1.13782,1.13705,1.13761,754188000
20180816 21:00:00.000,1.13750,1.13770,1.13703,1.13744,1216767000
20180816 22:00:00.000,1.13744,1.13765,1.13728,1.13737,397484000
20180816 23:00:00.000,1.13737,1.13759,1.13708,1.13718,345993000
20180817 00:00:00.000,1.13719,1.13754,1.13664,1.13725,1052631000
20180817 01:00:00.000,1.13724,1.13889,1.13710,1.13812,1571987000
20180817 02:00:00.000,1.13812,1.13871,1.13771,1.13823,1008597000
20180817 03:00:00.000,1.13826,1.13826,1.13751,1.13776,1110497000
20180817 04:00:00.000,1.13776,1.13827,1.13774,1.13785,739152000
20180817 05:00:00.000,1.13784,1.13821,1.13734,1.13810,1113475000
20180817 06:00:00.000,1.13810,1.13948,1.13738,1.13862,2838143000
20180817 07:00:00.000,1.13868,1.13932,1.13801,1.13881,2859604000
20180817 08:00:00.000,1.13882,1.14193,1.13861,1.13964,3774166000
20180817 09:00:00.000,1.13962,1.13989,1.13825,1.13827,3660495000
20180817 10:00:00.000,1.13829,1.13893,1.13741,1.13874,3039903000
20180817 11:00:00.000,1.13875,1.13962,1.13856,1.13889,2194572000
20180817 12:00:00.000,1.13894,1.14122,1.13800,1.14060,3504472000
20180817 13:00:00.000,1.14064,1.14183,1.14030,1.14108,2845777000
20180817 14:00:00.000,1.14109,1.14218,1.14053,1.14093,3547223000
20180817 15:00:00.000,1.14095,1.14147,1.14009,1.14089,2364646000
20180817 16:00:00.000,1.14093,1.14181,1.14078,1.14094,1750399000
20180817 17:00:00.000,1.14097,1.14150,1.14074,1.14126,1021169000
20180817 18:00:00.000,1.14122,1.14447,1.14107,1.14437,3356948000
20180817 19:00:00.000,1.14436,1.14449,1.14369,1.14412,1930968000
20180817 20:00:00.000,1.14408,1.14427,1.14362,1.14375,920345000
20180819 21:00:00.000,1.14375,1.14404,1.14353,1.14366,106046000
20180819 22:00:00.000,1.14366,1.14385,1.14355,1.14377,468873000
20180819 23:00:00.000,1.14376,1.14399,1.14353,1.14378,561009000
20180820 00:00:00.000,1.14379,1.14393,1.14323,1.14328,1343786000
20180820 01:00:00.000,1.14329,1.14348,1.14270,1.14287,1449808000
20180820 02:00:00.000,1.14287,1.14332,1.14272,1.14282,1100005000
20180820 03:00:00.000,1.14284,1.14329,1.14271,1.14311,853493000
20180820 04:00:00.000,1.14310,1.14333,1.14251,1.14262,728192000
20180820 05:00:00.000,1.14262,1.14272,1.14221,1.14242,849879000
20180820 06:00:00.000,1.14241,1.14242,1.14111,1.14141,2418133000
20180820 07:00:00.000,1.14139,1.14259,1.14111,1.14208,3491673000
20180820 08:00:00.000,1.14208,1.14222,1.14042,1.14068,2570449000
20180820 09:00:00.000,1.14065,1.14119,1.14028,1.14119,2003035000
20180820 10:00:00.000,1.14115,1.14129,1.13944,1.14088,2613766000
20180820 11:00:00.000,1.14089,1.14249,1.14073,1.14217,2386329000
20180820 12:00:00.000,1.14216,1.14317,1.14162,1.14234,2228910000
20180820 13:00:00.000,1.14237,1.14373,1.14212,1.14281,2490141000
20180820 14:00:00.000,1.14280,1.14438,1.14277,1.14319,2369342000
20180820 15:00:00.000,1.14321,1.14541,1.14316,1.14383,2511547000
20180820 16:00:00.000,1.14379,1.14634,1.14379,1.14587,2288680000
20180820 17:00:00.000,1.14587,1.14628,1.14566,1.14581,1116956000
20180820 18:00:00.000,1.14581,1.14710,1.14562,1.14671,1124030000
20180820 19:00:00.000,1.14674,1.14790,1.14652,1.14749,986581000
20180820 20:00:00.000,1.14750,1.14849,1.14740,1.14803,1203795000
20180820 21:00:00.000,1.14810,1.14913,1.14788,1.14902,469479000
20180820 22:00:00.000,1.14902,1.14921,1.14870,1.14917,755831000
20180820 23:00:00.000,1.14915,1.14930,1.14856,1.14917,1024387000
20180821 00:00:00.000,1.14918,1.15419,1.14856,1.15222,2611391000
20180821 01:00:00.000,1.15227,1.15308,1.15138,1.15158,1966697000
20180821 02:00:00.000,1.15159,1.15219,1.15101,1.15207,1322361000
20180821 03:00:00.000,1.15206,1.15267,1.15163,1.15246,873482000
20180821 04:00:00.000,1.15240,1.15343,1.15218,1.15310,1117199000
20180821 05:00:00.000,1.15309,1.15389,1.15265,1.15278,1302904000
20180821 06:00:00.000,1.15279,1.15363,1.15126,1.15137,2926936000
20180821 07:00:00.000,1.15134,1.15225,1.15054,1.15140,3003358000
20180821 08:00:00.000,1.15140,1.15399,1.15114,1.15337,2992946000
20180821 09:00:00.000,1.15338,1.15348,1.15132,1.15199,2613308000
20180821 10:00:00.000,1.15201,1.15269,1.15174,1.15223,1991805000
20180821 11:00:00.000,1.15220,1.15291,1.15145,1.15178,1992567000
20180821 12:00:00.000,1.15179,1.15187,1.14920,1.15041,3203217000
20180821 13:00:00.000,1.15041,1.15247,1.14974,1.15233,2868192000
20180821 14:00:00.000,1.15230,1.15324,1.15152,1.15195,3313405000
20180821 15:00:00.000,1.15198,1.15386,1.15129,1.15329,3228720000
20180821 16:00:00.000,1.15329,1.15724,1.15278,1.15593,2444366000
20180821 17:00:00.000,1.15593,1.15999,1.15567,1.15922,3338492000
20180821 18:00:00.000,1.15921,1.16010,1.15688,1.15736,2628588000
20180821 19:00:00.000,1.15736,1.15761,1.15691,1.15692,1474595000
20180821 20:00:00.000,1.15693,1.15756,1.15693,1.15695,1003513000
20180821 21:00:00.000,1.15672,1.15734,1.15666,1.15711,591920000
20180821 22:00:00.000,1.15714,1.15757,1.15698,1.15743,733933000
20180821 23:00:00.000,1.15738,1.15761,1.15705,1.15759,728003000
20180822 00:00:00.000,1.15761,1.15822,1.15730,1.15772,1337793000
20180822 01:00:00.000,1.15771,1.15812,1.15719,1.15762,1305848000
20180822 02:00:00.000,1.15764,1.15817,1.15720,1.15745,1338695000
20180822 03:00:00.000,1.15746,1.15767,1.15703,1.15755,1196271000
20180822 04:00:00.000,1.15756,1.15757,1.15701,1.15757,705085000
20180822 05:00:00.000,1.15757,1.15802,1.15717,1.15745,979781000
20180822 06:00:00.000,1.15744,1.15779,1.15609,1.15657,2529555000
20180822 07:00:00.000,1.15655,1.15764,1.15606,1.15619,2763194000
20180822 08:00:00.000,1.15621,1.15746,1.15532,1.15734,2492495000
20180822 09:00:00.000,1.15737,1.15987,1.15733,1.15934,2972961000
20180822 10:00:00.000,1.15935,1.16027,1.15846,1.15913,2776010000
20180822 11:00:00.000,1.15911,1.16179,1.15911,1.16108,3282475000
20180822 12:00:00.000,1.16107,1.16201,1.16046,1.16176,3131944000
20180822 13:00:00.000,1.16175,1.16228,1.15958,1.16011,3415235000
20180822 14:00:00.000,1.16007,1.16053,1.15840,1.15986,3478710000
20180822 15:00:00.000,1.15984,1.16037,1.15888,1.15935,2907041000
20180822 16:00:00.000,1.15934,1.15952,1.15880,1.15901,1738702000
20180822 17:00:00.000,1.15900,1.15920,1.15825,1.15918,1193678000
20180822 18:00:00.000,1.15924,1.16193,1.15809,1.15889,3211629000
20180822 19:00:00.000,1.15886,1.16077,1.15869,1.16040,1748009000
20180822 20:00:00.000,1.16040,1.16042,1.15953,1.15962,761202000
20180822 21:00:00.000,1.15954,1.15978,1.15930,1.15939,479433000
20180822 22:00:00.000,1.15942,1.15997,1.15942,1.15968,498232000
20180822 23:00:00.000,1.15969,1.15976,1.15842,1.15859,909200000
20180823 00:00:00.000,1.15858,1.15871,1.15628,1.15665,2072108000
20180823 01:00:00.000,1.15663,1.15720,1.15577,1.15634,1677175000
20180823 02:00:00.000,1.15634,1.15650,1.15536,1.15548,1645219000
20180823 03:00:00.000,1.15546,1.15572,1.15497,1.15532,1169971000
20180823 04:00:00.000,1.15533,1.15562,1.15422,1.15562,1301716000
20180823 05:00:00.000,1.15561,1.15617,1.15523,1.15551,1077230000
20180823 06:00:00.000,1.15555,1.15720,1.15484,1.15634,3027322000
20180823 07:00:00.000,1.15633,1.15744,1.15556,1.15677,3396253000
20180823 08:00:00.000,1.15680,1.15689,1.15512,1.15637,3036355000
20180823 09:00:00.000,1.15637,1.15696,1.15497,1.15611,2895745000
20180823 10:00:00.000,1.15608,1.15897,1.15588,1.15884,2730705000
20180823 11:00:00.000,1.15884,1.15884,1.15747,1.15751,2507001000
20180823 12:00:00.000,1.15753,1.15827,1.15660,1.15742,2171136000
20180823 13:00:00.000,1.15743,1.15906,1.15595,1.15788,3860731000
20180823 14:00:00.000,1.15789,1.15871,1.15542,1.15755,3836574000
20180823 15:00:00.000,1.15754,1.15787,1.15671,1.15677,2639670000
20180823 16:00:00.000,1.15678,1.15684,1.15503,1.15554,2223406000
20180823 17:00:00.000,1.15553,1.15557,1.15308,1.15407,2288119000
20180823 18:00:00.000,1.15407,1.15467,1.15312,1.15365,1431736000
20180823 19:00:00.000,1.15364,1.15432,1.15297,1.15406,1786516000
20180823 20:00:00.000,1.15406,1.15459,1.15359,1.15359,962131000
20180823 21:00:00.000,1.15379,1.15454,1.15368,1.15433,495834000
20180823 22:00:00.000,1.15433,1.15458,1.15349,1.15402,462279000
20180823 23:00:00.000,1.15399,1.15450,1.15389,1.15419,603559000
20180824 00:00:00.000,1.15417,1.15509,1.15381,1.15474,1512868000
20180824 01:00:00.000,1.15477,1.15509,1.15423,1.15451,1576512000
20180824 02:00:00.000,1.15449,1.15590,1.15414,1.15563,1463835000
20180824 03:00:00.000,1.15562,1.15581,1.15496,1.15551,1319511000
20180824 04:00:00.000,1.15547,1.15631,1.15521,1.15629,762239000
20180824 05:00:00.000,1.15629,1.15799,1.15611,1.15708,1643459000
20180824 06:00:00.000,1.15700,1.15764,1.15653,1.15713,2285619000
20180824 07:00:00.000,1.15710,1.15741,1.15555,1.15567,2736782000
20180824 08:00:00.000,1.15564,1.15686,1.15552,1.15631,2365556000
20180824 09:00:00.000,1.15633,1.15708,1.15581,1.15676,2264760000
20180824 10:00:00.000,1.15674,1.15837,1.15650,1.15809,2884170000
20180824 11:00:00.000,1.15806,1.16002,1.15784,1.15930,2767380000
20180824 12:00:00.000,1.15931,1.15945,1.15848,1.15930,2340470000
20180824 13:00:00.000,1.15931,1.16046,1.15895,1.15905,3216447000
20180824 14:00:00.000,1.15904,1.16395,1.15815,1.16275,5225542000
20180824 15:00:00.000,1.16275,1.16357,1.16163,1.16245,3589984000
20180824 16:00:00.000,1.16246,1.16330,1.16233,1.16240,1557547000
20180824 17:00:00.000,1.16241,1.16355,1.16189,1.16226,1947816000
20180824 18:00:00.000,1.16224,1.16279,1.16178,1.16255,1240825000
20180824 19:00:00.000,1.16254,1.16289,1.16225,1.16267,1285974000
20180824 20:00:00.000,1.16268,1.16268,1.16200,1.16200,724018000
20180826 21:00:00.000,1.16199,1.16242,1.16194,1.16239,397830000
20180826 22:00:00.000,1.16233,1.16291,1.16233,1.16280,459923000
20180826 23:00:00.000,1.16277,1.16531,1.16274,1.16451,1093735000
20180827 00:00:00.000,1.16451,1.16466,1.16344,1.16365,1697333000
20180827 01:00:00.000,1.16364,1.16364,1.16259,1.16297,1582359000
20180827 02:00:00.000,1.16297,1.16374,1.16257,1.16298,1559205000
20180827 03:00:00.000,1.16304,1.16347,1.16239,1.16264,1089510000
20180827 04:00:00.000,1.16264,1.16267,1.16182,1.16184,835669000
20180827 05:00:00.000,1.16185,1.16204,1.16128,1.16183,1002688000
20180827 06:00:00.000,1.16181,1.16242,1.15945,1.16010,2487791000
20180827 07:00:00.000,1.16011,1.16111,1.15963,1.16000,2149282000
20180827 08:00:00.000,1.15998,1.16195,1.15997,1.16099,2031806000
20180827 09:00:00.000,1.16094,1.16219,1.16093,1.16172,1282394000
20180827 10:00:00.000,1.16175,1.16204,1.16050,1.16103,2097058000
20180827 11:00:00.000,1.16104,1.16297,1.16103,1.16293,2023654000
20180827 12:00:00.000,1.16296,1.16430,1.16256,1.16379,2380579000
20180827 13:00:00.000,1.16379,1.16576,1.16332,1.16486,2804102000
20180827 14:00:00.000,1.16492,1.16734,1.16464,1.16705,2793114000
20180827 15:00:00.000,1.16710,1.16800,1.16686,1.16761,2835283000
20180827 16:00:00.000,1.16759,1.16913,1.16727,1.16881,1988435000
20180827 17:00:00.000,1.16882,1.16934,1.16750,1.16771,1311200000
20180827 18:00:00.000,1.16774,1.16836,1.16761,1.16792,977870000
20180827 19:00:00.000,1.16790,1.16822,1.16769,1.16814,1056246000
20180827 20:00:00.000,1.16813,1.16852,1.16777,1.16777,642165000
20180827 21:00:00.000,1.16781,1.16821,1.16771,1.16790,658532000
20180827 22:00:00.000,1.16791,1.16814,1.16784,1.16804,460470000
20180827 23:00:00.000,1.16808,1.16840,1.16781,1.16840,826549000
20180828 00:00:00.000,1.16841,1.16969,1.16820,1.16915,1529476000
20180828 01:00:00.000,1.16914,1.16922,1.16726,1.16769,1845734000
20180828 02:00:00.000,1.16770,1.16775,1.16713,1.16756,1039564000
20180828 03:00:00.000,1.16757,1.16777,1.16705,1.16741,845804000
20180828 04:00:00.000,1.16741,1.16758,1.16694,1.16738,656107000
20180828 05:00:00.000,1.16737,1.16741,1.16625,1.16703,1177546000
20180828 06:00:00.000,1.16702,1.16911,1.16675,1.16885,2666986000
20180828 07:00:00.000,1.16884,1.16997,1.16791,1.16858,3549546000
20180828 08:00:00.000,1.16858,1.16995,1.16804,1.16920,2853933000
20180828 09:00:00.000,1.16919,1.17047,1.16874,1.17027,2599382000
20180828 10:00:00.000,1.17027,1.17068,1.16947,1.16981,2491985000
20180828 11:00:00.000,1.16980,1.17177,1.16945,1.17162,2644170000
20180828 12:00:00.000,1.17161,1.17214,1.17051,1.17157,3011009000
20180828 13:00:00.000,1.17158,1.17335,1.17141,1.17313,3596093000
20180828 14:00:00.000,1.17306,1.17312,1.17025,1.17147,4122849000
20180828 15:00:00.000,1.17145,1.17224,1.17086,1.17189,2614106000
20180828 16:00:00.000,1.17190,1.17253,1.17111,1.17175,2001243000
20180828 17:00:00.000,1.17173,1.17217,1.17101,1.17128,1631635000
20180828 18:00:00.000,1.17127,1.17127,1.16907,1.16950,2359778000
20180828 19:00:00.000,1.16952,1.16986,1.16905,1.16922,1888363000
20180828 20:00:00.000,1.16924,1.16957,1.16924,1.16940,755772000
20180828 21:00:00.000,1.16958,1.16961,1.16922,1.16928,288842000
20180828 22:00:00.000,1.16927,1.16955,1.16916,1.16951,290788000
20180828 23:00:00.000,1.16950,1.16954,1.16869,1.16933,612110000
20180829 00:00:00.000,1.16929,1.16969,1.16837,1.16859,1279963000
20180829 01:00:00.000,1.16863,1.16893,1.16833,1.16840,962247000
20180829 02:00:00.000,1.16842,1.16974,1.16834,1.16916,1195454000
20180829 03:00:00.000,1.16916,1.16949,1.16898,1.16948,656133000
20180829 04:00:00.000,1.16949,1.16959,1.16904,1.16955,547068000
20180829 05:00:00.000,1.16952,1.16964,1.16734,1.16745,1970280000
20180829 06:00:00.000,1.16742,1.16817,1.16669,1.16683,2903456000
20180829 07:00:00.000,1.16683,1.16865,1.16656,1.16659,3252641000
20180829 08:00:00.000,1.16657,1.16775,1.16632,1.16664,2819823000
20180829 09:00:00.000,1.16665,1.16761,1.16625,1.16727,2545516000
20180829 10:00:00.000,1.16725,1.16751,1.16617,1.16627,2618821000
20180829 11:00:00.000,1.16629,1.16684,1.16519,1.16582,2629523000
20180829 12:00:00.000,1.16582,1.16673,1.16552,1.16645,2729247000
20180829 13:00:00.000,1.16645,1.16890,1.16620,1.16887,3765778000
20180829 14:00:00.000,1.16891,1.17076,1.16833,1.16935,5306167000
20180829 15:00:00.000,1.16937,1.17033,1.16880,1.16982,3160344000
20180829 16:00:00.000,1.16983,1.17072,1.16915,1.17051,2552240000
20180829 17:00:00.000,1.17048,1.17064,1.16950,1.16984,2027614000
20180829 18:00:00.000,1.16984,1.17021,1.16894,1.16995,1966217000
20180829 19:00:00.000,1.16994,1.17073,1.16981,1.17036,1838662000
20180829 20:00:00.000,1.17036,1.17099,1.17030,1.17065,855386000
20180829 21:00:00.000,1.17065,1.17091,1.17062,1.17089,422991000
20180829 22:00:00.000,1.17087,1.17101,1.17062,1.17062,608753000
20180829 23:00:00.000,1.17063,1.17104,1.17062,1.17094,597968000
20180830 00:00:00.000,1.17095,1.17134,1.17024,1.17058,1346336000
20180830 01:00:00.000,1.17056,1.17105,1.16966,1.17044,2102914000
20180830 02:00:00.000,1.17044,1.17067,1.17005,1.17008,1104333000
20180830 03:00:00.000,1.17010,1.17053,1.16954,1.17003,1037772000
20180830 04:00:00.000,1.17001,1.17031,1.16973,1.16993,711264000
20180830 05:00:00.000,1.16992,1.16997,1.16858,1.16895,1379839000
20180830 06:00:00.000,1.16897,1.17059,1.16891,1.17036,2389831000
20180830 07:00:00.000,1.17019,1.17182,1.16967,1.17023,3124936000
20180830 08:00:00.000,1.17021,1.17044,1.16750,1.16869,3294981000
20180830 09:00:00.000,1.16866,1.16997,1.16847,1.16992,2430012000
20180830 10:00:00.000,1.16990,1.17088,1.16914,1.16977,2911482000
